"priorindex","index","postindex","episode","Provider","starrating","tracklab","surgeryregistry","nursingregistry","Total Case Mix Index-Sum of Relative Weights","Disproportionate Share Hospital Patient percent","AHA: NETWORK","AHA: MEDICAL HOME PROGRAM YES/NO","AHA: DISCHARGES, MEDICARE INPAT,","AHA: DISCHARGES, MEDICAID INPAT,","AHA: ADJUSTED ADMISSIONS","AHA: PERSONNEL, FTE, MD & DD","AHA: TOTAL PRIVILEDGE PHYSICIAN TOT PRI CAR","AHA: TOTAL PRIVILEDGE PHYSICIAN TOTAL","ownership","hospital","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)","Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","mdadjadmit","bundledpayment","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","mdschool","bedsize","Bed Count: Certified","urban","jchao","teaching"
684,10889,10957,22531,450237,4,Yes,N,Y,1.51251,0.39681,,,12993,7218,55273,122,,,not-for-profit,CHRISTUS Santa Rosa Health System,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0.002207226,,3,1,3,limited/graduate,large,407,1,1,1
321,5098,7001,12420,450241,,Yes,N,N,0.9718,0.09199,0,0,99,68,2251,0,3,3,public,Faith Community Hospital,420,17.01,76,1.03,43.84,4.03,5.64,12.49,18.56,6.47,16.3,59.87,10.89,3.054638462258,17.15864478284,180.43477673,64.678915447,113.43371475,36.475564477,38.878429897,0,0,0,0,0,no affiliation,small,41,0,0,0
289,6456,5222,11966,450243,,No,N,N,1.0275,0.0785605028,0,0,127,11,672,0,2,2,public,Hamlin Memorial Hospital,382,22.29,76,0.97,44.58,2.3,8.76,15.21,18.52,6.4,13.44,68.72,10.67,3.217339390219,16.14826360671,161.05569611,61.588080276,96.494015053,28.843577603,38.999364244,0,1,0,0,0,no affiliation,small,25,1,0,0
424,5568,7158,13150,450253,3,Yes,N,N,0.8805,0.12853,0,0,97,4,2017,0,9,155,for-profit,Bellville St. Joseph Health Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,0,0,0,no affiliation,small,32,1,1,0
824,12313,11782,24920,450271,3,Yes,N,N,1.6836,0.16492,0,0,2781,617,11468,0,76,202,public,Wise Regional Health System,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,2,0,no affiliation,small,85,1,1,0
592,8704,10603,19898,450272,3,Yes,N,N,1.372,0.32664,1,0,1919,612,12063,0,27,113,not-for-profit,Central Texas Medical Center,385,29.81,75,0.9,45.1,4.68,10.81,9.39,15.42,4.11,10.78,51.26,14.52,1.662300175391,12.26539119403,206.42869801,71.834932677,132.24755581,49.582450342,40.012104864,0,0,2,1,0,no affiliation,small,49,1,1,0
596,10224,8525,19343,450289,2,Yes,Y,Y,1.7887,0.73061,0,1,3876,14913,116654,18,690,1808,public,Harris Health System,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0.0001543025,0,3,3,1,major teaching,large,975,1,0,1
626,11004,9426,17894,450292,3,Yes,N,Y,1.2616,0.30998,1,0,1179,296,6065,0,12,96,not-for-profit,Texas Health Presbyterian Hospital Kaufman,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,2,0,0,no affiliation,small,73,1,1,0
376,5667,6870,12913,450293,,Yes,N,N,0.9158,0.72206,0,0,134,138,2727,3,8,67,public,Frio Regional Hospital,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0.00110011,1,3,0,2,limited/graduate,small,22,0,0,1
764,10674,8136,19572,450299,3,Yes,N,N,1.6872,0.31729,0,0,1488,1106,9190,43,103,403,for-profit,College Station Medical Center,388,24.31,75,0.92,44.81,9.68,8.41,11.26,17.52,4.88,11.81,70.57,8.04,1.726464530657,11.57389522158,166.76436763,66.068522572,98.253926129,40.541655967,30.782610997,0.0046789989,1,2,2,3,limited/graduate,medium,142,1,1,1
316,5608,3507,9433,450306,3,No,N,N,0.8658,0.20457,0,0,141,6,769,1,1,37,public,Stamford Memorial Hospital,382,22.29,76,0.97,44.58,2.3,8.76,15.21,18.52,6.4,13.44,68.72,10.67,3.217339390219,16.14826360671,161.05569611,61.588080276,96.494015053,28.843577603,38.999364244,0.0013003901,0,1,0,2,no affiliation,small,25,1,0,0
718,11320,10369,22407,450324,2,No,N,N,1.6241,0.30029,0,0,8255,2553,26382,50,45,262,for-profit,Texoma Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0.0018952316,0,2,2,3,no affiliation,medium,251,1,1,0
715,9789,12500,23003,450330,3,Yes,N,N,1.4229,0.45922,0,0,2755,2279,18575,14,54,444,public,OakBend Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0.0007537012,0,3,1,2,no affiliation,medium,243,1,1,0
834,9887,8544,19265,450340,3,Yes,N,N,1.5175,0.34703,0,0,1740,720,11050,0,32,90,for-profit,San Angelo Community Medical Center,411,21,75,0.96,45.3,2.03,20.53,15.45,18.83,5.84,12.16,65.33,1.65,3.140735329886,15.76180838782,171.1389785,66.492996462,102.06196866,31.820947826,36.561095673,0,0,2,2,0,no affiliation,medium,171,1,1,0
718,9202,8970,18890,450346,3,Yes,N,Y,1.5242,0.40625,0,0,7715,2872,32827,0,73,356,not-for-profit,Baptist Hospitals of Southeast Texas,386,36.4,75,1.1,44.15,14.36,3.49,12.83,17.55,4.37,14.44,63.83,9.86,2.505548599962,13.13248871721,165.24838812,53.483925535,109.62677631,37.897632871,36.578097613,0,0,3,2,0,no affiliation,large,507,1,0,0
612,8562,10678,19852,450347,2,Yes,Y,Y,1.2691,0.21082,0,0,2040,764,11285,0,25,198,not-for-profit,Huntsville Memorial Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,,1,0,0,no affiliation,medium,123,0,1,0
497,5784,8002,14282,450348,4,Yes,N,N,0.9626,0.29092,0,0,246,34,3530,0,,,not-for-profit,Falls Community Hospital and Clinic,418,33.29,75,0.93,44.81,9.48,7.01,14.47,17.68,6.72,11.12,68.14,8.2,2.455050954653,14.1058222017,173.34495267,62.727128358,108.42382707,32.895673027,38.48197489,0,0,2,0,0,no affiliation,small,44,0,0,0
572,7367,11025,18400,450351,4,Yes,N,Y,1.334,0.20537,0,0,1100,257,5738,0,25,118,not-for-profit,Texas Health Harris Methodist Hospital Stephenvill,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,1,1,0,no affiliation,small,98,0,1,0
698,8564,11791,21053,450352,3,Yes,N,N,1.3919,0.35353,0,0,3535,1870,15729,5,22,135,public,Hunt Regional Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0.0003178842,0,3,1,1,no affiliation,medium,157,1,1,0
613,14829,9317,24757,450358,5,Yes,Y,Y,2.26013,0.15761,0,1,18805,2023,58391,368,342,1834,not-for-profit,Houston Methodist Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0.0063023411,0,0,3,3,major teaching,large,1299,1,0,1
291,7877,8296,16464,450369,4,No,N,N,0.9503,0.26387,0,1,298,263,4248,3,9,15,public,Childress Regional Medical Center,383,19.27,76,0.93,43.92,2.07,10.91,12.1,17.12,5.67,10.74,58.47,11.9,2.610746932682,16.08526185481,151.16598749,55.718772731,93.051957428,31.856399797,34.554595735,0.0007062147,0,2,0,2,no affiliation,small,39,0,0,0
514,7556,9981,18051,450370,3,Yes,N,N,1.1896,0.24466,0,0,796,225,5729,0,12,17,not-for-profit,Columbus Community Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,1,1,0,0,limited/graduate,small,36,0,0,1
691,10394,11467,18986,450372,3,Yes,N,Y,1.3878,0.10222,1,1,2269,261,11660,0,31,321,not-for-profit,Baylor Medical Center at Waxahachie,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,1,0,no affiliation,small,75,1,1,0
519,13208,16033,29760,450379,3,Yes,N,N,1.9203,0.22037,0,0,1505,908,7105,0,42,302,for-profit,Dallas Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,1,3,0,no affiliation,medium,155,1,1,0
919,12094,9461,22473,450388,4,Yes,N,Y,1.85953,0.38081,0,0,32297,14835,118100,0,610,2729,for-profit,Methodist Hospital,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0,0,3,3,0,limited/graduate,large,1887,1,1,1
604,7285,8534,16426,450389,3,Yes,N,N,1.1009,0.25552,1,0,2704,1031,12951,0,24,92,not-for-profit,East Texas Medical Center Athens,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,1,0,0,no affiliation,medium,100,0,1,0
579,8341,8930,17850,450395,3,Yes,N,N,1.1702,0.30458,0,0,1053,449,7412,0,24,140,not-for-profit,CHI St. Luke's Health Memorial Livingston,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,1,2,0,0,no affiliation,small,66,0,1,0
390,6237,8643,15271,450399,3,No,N,Y,1,0.44994,1,0,298,177,2944,0,6,49,public,Brownfield Regional Medical Center,400,23.94,76,0.97,44.18,2.98,20.16,15.95,18.29,5.54,12.66,70.32,7.03,3.082908958633,16.76655598287,160.57928683,59.113630636,99.106349747,32.186871873,35.01251154,0,1,3,0,0,no affiliation,small,42,0,0,0
501,6537,6934,13974,450400,3,Yes,N,N,1.1802,0.14494,0,0,420,24,2222,0,4,7,for-profit,Parkview Regional Hospital,418,33.29,75,0.93,44.81,9.48,7.01,14.47,17.68,6.72,11.12,68.14,8.2,2.455050954653,14.1058222017,173.34495267,62.727128358,108.42382707,32.895673027,38.48197489,0,0,0,0,0,no affiliation,small,59,0,1,0
777,9731,11817,22322,450403,3,Yes,N,Y,1.592,0.24901,0,0,5558,2382,16582,0,59,555,for-profit,Medical Center of McKinney,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,1,2,0,no affiliation,medium,225,1,1,0
568,6372,9564,16502,450411,4,Yes,N,N,1.0741,0.17656,0,0,438,49,2267,0,6,63,public,Eastland Memorial Hospital,382,22.29,76,0.97,44.58,2.3,8.76,15.21,18.52,6.4,13.44,68.72,10.67,3.217339390219,16.14826360671,161.05569611,61.588080276,96.494015053,28.843577603,38.999364244,0,0,1,0,0,no affiliation,small,83,0,0,0
572,7367,11025,18964,450419,4,Yes,Y,Y,1.2661,0.12352,0,0,963,103,5040,0,16,224,not-for-profit,Texas Health Harris Methodist Hospital Azle,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,0,0,0,no affiliation,small,36,1,1,0
281,14994,6921,22194,450422,,No,N,N,2.267,0.05707,0,0,368,1,2902,0,0,339,not-for-profit,Baylor Medical Center at Uptown,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,3,0,no affiliation,small,28,1,1,0
694,10404,10286,21386,450424,3,No,N,Y,1.6461,0.27838,0,0,6254,2140,23912,0,68,452,not-for-profit,Houston Methodist San Jacinto Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,2,0,no affiliation,medium,178,1,1,0
876,12606,9750,23232,450431,5,Yes,Y,Y,1.95391,0.42679,1,0,12144,5384,43721,0,390,1739,not-for-profit,St. David's Medical Center,385,29.81,75,0.9,45.1,4.68,10.81,9.39,15.42,4.11,10.78,51.26,14.52,1.662300175391,12.26539119403,206.42869801,71.834932677,132.24755581,49.582450342,40.012104864,0,0,3,3,0,limited/graduate,large,570,1,1,1
673,7959,9612,18244,450447,2,No,N,N,1.2302,0.31123,0,0,1413,515,7393,0,22,93,not-for-profit,Navarro Regional Hospital,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,1,2,0,0,no affiliation,medium,147,0,1,0
481,6392,9121,15993,450451,4,Yes,N,N,1.0809,0.11121,0,0,298,13,2796,0,11,105,public,Glen Rose Medical Center,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,0,0,0,no affiliation,small,16,0,1,0
535,5515,8194,14244,450460,3,No,N,N,0.9538,0.16008,0,0,343,32,1977,1,20,75,public,Tyler County Hospital,386,36.4,75,1.1,44.15,14.36,3.49,12.83,17.55,4.37,14.44,63.83,9.86,2.505548599962,13.13248871721,165.24838812,53.483925535,109.62677631,37.897632871,36.578097613,0.0005058169,0,0,0,1,no affiliation,small,25,0,0,0
626,11004,9426,24358,450462,4,Yes,N,Y,1.71791,0.26453,0,0,10918,3220,39976,4,306,1543,not-for-profit,Texas Health Presbyterian Hospital Dallas,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0.00010006,0,2,3,1,limited/graduate,large,866,1,1,1
751,9160,11881,21791,450465,3,Yes,N,N,1.2888,0.32224,0,0,1130,370,6812,0,29,111,public,Matagorda Regional Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,0,0,no affiliation,small,58,0,1,0
621,9879,10143,20643,450469,3,Yes,N,N,1.6044,0.16881,0,0,2937,705,9746,0,38,237,for-profit,Wilson N. Jones Regional Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,2,0,no affiliation,medium,241,1,1,0
619,6269,8739,15625,450475,3,No,N,N,1.1637,0.2769,1,0,660,262,5698,0,37,105,not-for-profit,East Texas Medical Center Henderson,416,25.71,75,0.97,44.82,8.43,2.9,11.84,17.86,5.32,13.3,74.26,9.15,2.443587034679,15.14119046007,175.0758229,60.094314884,112.86727745,42.186381292,36.985151215,0,0,2,0,0,no affiliation,small,96,1,1,0
707,10912,8547,20167,450484,3,Yes,N,N,1.5869,0.25419,0,0,2644,1017,10385,3,37,165,for-profit,Woodland Heights Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0.0002888782,0,1,2,1,no affiliation,medium,117,0,1,0
512,6045,5277,11837,450489,,Yes,N,N,1.1267,0.4519,0,0,125,108,3181,0,7,78,public,Medical Arts Hospital,400,23.94,76,0.97,44.18,2.98,20.16,15.95,18.29,5.54,12.66,70.32,7.03,3.082908958633,16.76655598287,160.57928683,59.113630636,99.106349747,32.186871873,35.01251154,0,0,3,0,0,no affiliation,small,44,0,0,0
476,5543,8203,14221,450498,3,Yes,N,N,0.9893,0.13322,0,0,214,6,2101,1,1,7,public,Stephens Memorial Hospital,382,22.29,76,0.97,44.58,2.3,8.76,15.21,18.52,6.4,13.44,68.72,10.67,3.217339390219,16.14826360671,161.05569611,61.588080276,96.494015053,28.843577603,38.999364244,0.0004759638,,0,0,1,no affiliation,small,40,0,0,0
715,9363,10763,20840,450508,3,No,N,N,1.4276,0.31456,1,0,2347,811,11138,2,20,101,public,Nacogdoches Memorial Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0.0001795655,0,2,1,1,no affiliation,medium,216,0,1,0
700,9487,12801,22989,450518,3,Yes,N,N,1.5692,0.32464,0,0,3622,1898,18067,0,89,285,for-profit,The Medical Center of Southeast Texas,386,36.4,75,1.1,44.15,14.36,3.49,12.83,17.55,4.37,14.44,63.83,9.86,2.505548599962,13.13248871721,165.24838812,53.483925535,109.62677631,37.897632871,36.578097613,0,0,2,2,0,no affiliation,medium,174,1,0,0
765,10708,13422,24894,450537,4,Yes,N,Y,1.7767,0.09571,1,1,3562,1469,18945,0,72,186,public,Methodist Richardson Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,3,0,no affiliation,medium,205,1,1,0
491,9283,8449,18223,450539,3,Yes,N,N,1.4288,0.48493,1,0,705,536,5915,0,16,109,not-for-profit,Covenant Hospital Plainview,400,23.94,76,0.97,44.18,2.98,20.16,15.95,18.29,5.54,12.66,70.32,7.03,3.082908958633,16.76655598287,160.57928683,59.113630636,99.106349747,32.186871873,35.01251154,0,0,3,1,0,limited/graduate,medium,100,0,1,1
936,11406,9625,21969,450558,3,Yes,N,N,1.7486,0.27806,0,0,2593,1030,13486,0,63,234,for-profit,Abilene Regional Medical Center,382,22.29,76,0.97,44.58,2.3,8.76,15.21,18.52,6.4,13.44,68.72,10.67,3.217339390219,16.14826360671,161.05569611,61.588080276,96.494015053,28.843577603,38.999364244,0,1,2,3,0,no affiliation,medium,231,1,1,0
691,10394,11467,20554,450563,3,Yes,N,Y,1.6105,0.04697,1,1,4165,204,19456,0,131,833,not-for-profit,Baylor Regional Medical Center at Grapevine,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,2,0,no affiliation,medium,273,1,1,0
521,7261,10044,17825,450565,2,Yes,N,N,1.1111,0.33417,0,0,920,301,5296,0,37,45,public,Palo Pinto General Hospital,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,1,2,0,0,no affiliation,small,99,0,1,0
894,10810,7953,19657,450571,4,Yes,Y,Y,1.804,0.25026,0,0,6579,1721,26305,0,39,219,not-for-profit,Shannon Medical Center,411,21,75,0.96,45.3,2.03,20.53,15.45,18.83,5.84,12.16,65.33,1.65,3.140735329886,15.76180838782,171.1389785,66.492996462,102.06196866,31.820947826,36.561095673,0,0,1,3,0,limited/graduate,medium,160,1,,1
666,6601,10744,18011,450573,3,Yes,N,Y,1.073,0.52174,1,0,751,443,7331,0,17,136,public,CHRISTUS Jasper Memorial Hospital,386,36.4,75,1.1,44.15,14.36,3.49,12.83,17.55,4.37,14.44,63.83,9.86,2.505548599962,13.13248871721,165.24838812,53.483925535,109.62677631,37.897632871,36.578097613,0,1,3,0,0,no affiliation,small,49,0,1,0
223,6069,4693,10985,450578,,Yes,N,N,0.9022,0.06731,1,0,154,2,1249,0,4,5,public,Hemphill County Hospital,383,19.27,76,0.93,43.92,2.07,10.91,12.1,17.12,5.67,10.74,58.47,11.9,2.610746932682,16.08526185481,151.16598749,55.718772731,93.051957428,31.856399797,34.554595735,0,1,0,0,0,no affiliation,small,22,0,0,0
451,5622,8113,14186,450580,2,Yes,N,N,0.9977,0.21657,0,0,83,46,843,2,4,31,public,Houston County Medical Center,416,25.71,75,0.97,44.82,8.43,2.9,11.84,17.86,5.32,13.3,74.26,9.15,2.443587034679,15.14119046007,175.0758229,60.094314884,112.86727745,42.186381292,36.985151215,0.0023724792,0,1,0,3,limited/graduate,small,49,0,0,1
487,7067,9249,16801,450584,,No,N,N,1.2165,0.12281,0,0,398,26,3577,0,5,36,public,Wilbarger General Hospital,420,17.01,76,1.03,43.84,4.03,5.64,12.49,18.56,6.47,16.3,59.87,10.89,3.054638462258,17.15864478284,180.43477673,64.678915447,113.43371475,36.475564477,38.878429897,0,0,0,0,0,no affiliation,small,47,0,0,0
250,6470,10759,17478,450586,4,Yes,N,N,1.1087,0.12336,0,0,201,77,1510,0,,,public,Seymour Hospital,420,17.01,76,1.03,43.84,4.03,5.64,12.49,18.56,6.47,16.3,59.87,10.89,3.054638462258,17.15864478284,180.43477673,64.678915447,113.43371475,36.475564477,38.878429897,0,0,0,0,0,no affiliation,small,49,0,0,0
716,8735,10868,20318,450587,2,Yes,N,N,1.2622,0.26814,1,0,1931,656,8948,0,13,41,for-profit,Brownwood Regional Medical Center,382,22.29,76,0.97,44.58,2.3,8.76,15.21,18.52,6.4,13.44,68.72,10.67,3.217339390219,16.14826360671,161.05569611,61.588080276,96.494015053,28.843577603,38.999364244,0,1,2,0,0,no affiliation,medium,216,0,1,0
618,10097,11129,21845,450596,3,Yes,N,N,1.4885,0.19357,0,0,1664,267,7287,0,32,157,for-profit,Lake Granbury Medical Center,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,1,1,0,no affiliation,small,59,0,1,0
489,7286,11822,19597,450597,4,Yes,N,N,1.0001,0.31835,0,0,505,186,4717,2,9,18,public,Cuero Community Hospital,417,23,76,1,43.92,4.98,20.79,14.99,19.46,6.46,11.4,73.78,8.33,3.767831239296,18.89631997817,178.22945743,65.680932973,110.0680474,37.040684762,37.420056349,0.0004239983,1,2,0,1,no affiliation,small,49,0,0,0
441,10539,8022,19003,450604,5,Yes,Y,Y,1.6984,0.17402,0,0,1618,542,7746,0,25,156,not-for-profit,Hill Country Memorial Hospital,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0,0,0,2,0,no affiliation,small,88,0,1,0
679,6571,11235,18485,450605,3,No,N,N,1.194,0.31569,0,0,578,51,3013,0,27,120,for-profit,Care Regional Medical Center,390,48.41,75,1.08,45.27,2.07,36.14,17.51,17.05,5.59,16.19,43.8,10.81,3.115462226706,13.94435417396,156.11440352,57.123225697,96.640665056,31.63047382,32.48668639,0,1,2,0,0,no affiliation,small,75,1,0,0
623,11457,10893,22974,450610,5,Yes,Y,Y,1.76,0.20312,1,1,8545,2368,43118,0,212,1169,not-for-profit,Memorial Hermann Memorial City Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,1,3,0,no affiliation,medium,136,1,1,0
630,9646,10567,20841,450617,3,Yes,N,Y,1.59941,0.27819,0,0,13791,4235,43381,0,214,635,for-profit,Clear Lake Regional Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,2,0,no affiliation,medium,367,1,1,0
538,5553,7746,13835,450620,3,No,N,N,0.8945,0.83046,0,0,207,140,3421,2,2,4,not-for-profit,Dimmit Regional Hospital,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0.0005846244,0,3,0,1,no affiliation,small,32,0,0,0
766,10127,10277,21170,450634,3,Yes,N,Y,1.6078,0.15562,0,0,5066,712,13926,0,13,402,for-profit,Denton Regional Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,1,0,2,0,no affiliation,medium,202,1,1,0
682,10389,11728,22799,450638,2,Yes,N,Y,1.702,0.40742,0,0,5074,5472,27820,0,138,640,for-profit,Houston Northwest Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,3,2,0,limited/graduate,large,423,1,1,1
572,7367,11025,21534,450639,4,Yes,N,Y,1.572,0.17988,1,0,6403,1841,24956,0,107,571,not-for-profit,Texas Health Harris Methodist Hospital Hurst-Eules,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,1,2,0,no affiliation,medium,286,1,1,0
260,6776,7442,14479,450641,3,Yes,N,N,0.9647,0.0491597795,0,0,328,16,1334,0,4,35,public,Nocona General Hospital,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,0,0,no affiliation,small,38,0,0,0
647,10446,10236,21329,450643,3,Yes,N,N,1.466,0.66983,0,0,2764,2676,14957,0,90,187,for-profit,Doctors Hospital of Laredo,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0,0,3,1,0,no affiliation,medium,117,1,1,0
